framework,strategy,mode,property,mutation,trial,status,tests,discards,shrinking_passed,shrinking_failed,shrinking_discarded,exec_time_pre,gen_time,time_shrinking,time_pre_failure,pre_size,cex_size,gt_size,pre_ted_to_gt,ted_to_gt
Quick,Quick,none,InsertPost,insert_1,7,Failed,4224,11245,0,0,0,0.00843200203962624,0.009234997909516096,0.00028799998108297586,0.017666999949142337,14,14,14,5.0,5.0
Quick,Quick,none,InsertPost,insert_1,8,Failed,37775,100544,0,0,0,0.07457900024019182,0.07956499978899953,0.00031399994622915983,0.15414400002919135,30,30,14,21.0,21.0
Quick,Quick,none,InsertPost,insert_1,9,Failed,27592,72258,0,0,0,0.05531700036954135,0.05712499958463013,0.000534999999217689,0.11244199995417148,14,14,14,5.0,5.0
Quick,QuickGbE,none,InsertPost,insert_1,0,Failed,1,0,0,0,0,4.800001624971628e-05,0.00020400003995746374,0.0001889999257400632,0.00025200005620718,14,14,14,5.0,5.0
Quick,QuickGbE,none,InsertPost,insert_1,1,Failed,9,0,0,0,0,3.50000336766243e-05,0.00024199998006224632,0.0002340000355616212,0.0002770000137388706,62,62,14,51.0,51.0
Quick,QuickGbE,none,InsertPost,insert_1,2,Failed,5,0,0,0,0,2.49999575316906e-05,0.00020400003995746371,0.0001960000954568386,0.0002289999974891543,22,22,14,11.0,11.0
Quick,QuickGbE,none,InsertPost,insert_1,3,Failed,6,0,0,0,0,2.49999575316906e-05,0.0002000000094994903,0.00020000000949949023,0.00022499996703118089,38,38,14,29.0,29.0
Quick,QuickGbE,none,InsertPost,insert_1,4,Failed,6,0,0,0,0,2.49999575316906e-05,0.000215000007301569,0.0002210000529885292,0.0002399999648332596,30,30,14,21.0,21.0
Quick,QuickGbE,none,InsertPost,insert_1,5,Failed,10,0,0,0,0,3.50000336766243e-05,0.00020000000949949026,0.00020100001711398363,0.00023500004317611456,86,86,14,75.0,75.0
Quick,QuickGbE,none,InsertPost,insert_1,6,Failed,2,0,0,0,0,2.2999942302703857e-05,0.00021900003775954247,0.00023800006601959467,0.00024199998006224632,22,22,14,13.0,13.0
Quick,QuickGbE,none,InsertPost,insert_1,7,Failed,2,0,0,0,0,4.200008697807789e-05,0.0002509999321773648,0.0001990000018849969,0.0002930000191554427,14,14,14,5.0,5.0
Quick,QuickGbE,none,InsertPost,insert_1,8,Failed,8,0,0,0,0,3.4000142477452755e-05,0.00021799979731440544,0.00020899996161460876,0.0002519999397918582,46,46,14,34.0,34.0
Quick,QuickGbE,none,InsertPost,insert_1,9,Failed,7,0,0,0,0,3.100000321865082e-05,0.00019100005738437173,0.0002099999692291021,0.00022200006060302255,54,54,14,45.0,45.0
